Artist_Name,Artwork_Name,Artwork_Year,Process,Dimensions,Provenance,Assension_Number,image
Allan Sekula,Untitled Slide Sequence,1972,"Twenty five black & white slides in slide carousel, edition 2/5",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",2001.12,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.12&dim=300px
Mitchell Syrop,Striking Distance,1986,Conceptual phrase,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of the University of Southern California Museum Studies Program",87.76,http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.76&dim=300px
Sam Tchakalian,Banana Split,1968,Oil on canvas,96 x 240 in. (243.8 x 609.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of George Y. Blair and H. Gregory Rainwater",2004.6,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.6&dim=300px
Zygmunt Targowski,Installation,1971,Photography installation,Each (10 panels): 100 x 55 x 1/4 in. (254 x 139.7 x 0.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist by Cultural Exchange",87.42,http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.42&dim=300px
Roy Thurston,89-4,1989,Butyrate lacquer with dry pigment on birch plywood,60 x 30 in. (152.4 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",94.93,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.93&dim=300px
Robert Wilson,Dining Room Furniture,1986,Glass top table with two bamboo chairs,"Chairs: 62 1/2 x 48 x 19 1/2 in. (158.8 x 121.9 x 49.5 cm)
Table: 30 x 120 x 60 in. (76.2 x 304.8 x 152.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",87.45A-C,http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.45A-C&dim=300px
Franz West,0 15,1994,"Plaster of paris, plastic, wire, gauze, and varnish",16 x 13 x 17 in. (40.6 x 33 x 43.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Mike Kelley",2001.93,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.93&dim=300px
Max Yavno,"Child Labor, Fresno",1946,Gelatin silver print,"20 x 15 in. (50.8 x 38.1 cm)
Image: 7 1/2 x 18 1/4 in. (19.1 x 46.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.30,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.30&dim=300px
Michael Young,Sieve,1988,"Sand, soil and acrylic on canvas",122 x 122 in. (309.9 x 309.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of James Burrows and Linda Burrows",91.12,http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.12&dim=300px
Amy Adler,Nervous Character,1999,Twenty-four unique Cibachrome prints,Each: 24 x 30 in. (61 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Dean Valentine, Gilbert B. Friesen in honor of Gianna Carotenuto, and Gary and Tracy Mezzatesta",99.32.1-.24,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.32.1-.24&dim=300px
Nobuyoshi Araki,Untitled (Split Street with Mirrors),1995,Black and white photograph,14 x 17 in. (35.6 x 43.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary and Tracy Mezzatesta",2003.34,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.34&dim=300px
Gaylen Gerber,Heimo Zobernig,0,"Support/Untitled , 2004",Oil on canvas,27 5/8 x 27 5/8 x 1 in. (70.2 x 70.2 x 2.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.54&dim=300px
Liu Zheng,Survivor,2004,Type C print,"Each (8): 47 x 35 in. (119.4 x 88.9 cm)
Frame: 48 1/4 x 36 1/4 in. (122.6 x 92.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",2006.109A-H,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.109A-H&dim=300px
Andrea Zittel,Raugh Poster: Yellow Chair,1998,"Nova jet print, unique",40 3/8 x 27 3/4 in. (102.6 x 70.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary and Tracy Mezzatesta",98.55,http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.55&dim=300px
Izhar Patkin,The Presidential Portraits,1987,Eight perforated collages,Each: 88 x 72 in. (223.5 x 182.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Marcia and Stephen Berini",92.69.1-.8,http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.69.1-.8&dim=300px
Bill Owens,My hobby is drinking.  On the weekends I enjoy getting together with my friends and boozing.,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.51,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.51&dim=300px
Nam June Paik,"Untitled , 0",0,Graphite on paper,Paper: 11 x 13 3/4 in. (27.9 x 34.9 cm),"Museum of Contemporary Art, THE DOROTHY AND HERBERT VOGEL COLLECTION: FIFTY WORKS FOR FIFTY STATES, a joint initiative of the Trustees of the Dorothy and Herbert Vogel Collection and the National Gallery of Art, with generous support of the National Endowment for the Arts and the Institute for Museum and Library Services.",2008.52,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.52&dim=300px
Bill Owens,I have all the cares of home ownership and the privacy of apartment living.  We have an investment in the house.  So I find myself doing all the undesirable chores to protect our investment.,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.54,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.54&dim=300px
Claes Oldenburg,Breakfast Table,1962,"Muslin soaked in plaster over wire frame, painted with enamel",34 1/2 x 35 1/2 x 34 1/2 in. (87.6 x 90.2 x 87.6 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",86.14,http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.14&dim=300px
Claes Oldenburg,Cigarettes in Pack (Fragment),1961,"Muslin soaked in plaster over wire frame, painted with enamel",32 3/4 x 30 3/4 x 6 3/4 in. (83.2 x 78.1 x 17.1 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",86.12,http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.12&dim=300px
Bill Owens,We&#039;ve been married two months and everything we own is in this room.,1972,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.20,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.20&dim=300px
Catherine Opie,Self Portrait,1993,Chromogenic print,40 x 30 in. (101.6 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Michael A. Mehring",96.7,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.7&dim=300px
Carl Ostendarp,Untitled (Couple Painting - Black),1999,Acrylic on linen,68 x 77 in. (172.7 x 195.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",2005.3,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.3&dim=300px
David Novros,No Title,1968,Oil in liquin and marble dust on canvas (six parts),60 x 66 in. (152.4 x 167.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",97.156A-F,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.156A-F&dim=300px
John M. Miller,Number 14,1977,"Magna, graphite on canvas",68 1/2 x 91 1/2 in. (174 x 232.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",97.76,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.76&dim=300px
Yasumasa Morimura,Self-portrait (Actress) After Sylvia Kristel,1996,Gelatin silver print,Image: 17 1/4 x 13 1/2 in. (43.8 x 34.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Linda and Jerry Janger",2007.85,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.85&dim=300px
Gerhard Merz,Boccioni...Judd,1987,Silkscreen letters on wall,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Emily and Jerry Spiegel",93.22,http://www.moca.org/museum/pc_media_viewer.php?acsnum=93.22&dim=300px
Ana Mendieta,Silueta Works in Mexico,1973,"Color photograph, edition of 20",Frame: 19 3/8 x 26 9/16 in. (49.2 x 67.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with a grant provided by The Judith Rothschild Foundation",97.119.6,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.119.6&dim=300px
Eric Magnuson,Blink Wink,1991,"LCD color monitor installed behind a 1 5/8 x 2 1/4 in. aperature, 62 1/2 in. from floor, auto reverse tape deck, video tape",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of the Artist",96.43,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.43&dim=300px
Conrad Marca-Relli,Master of The World,1967,Serigraph,13 x 21 1/2 in. (33 x 54.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Atlantic Richfield Company",95.94,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.94&dim=300px
Eduardo Abaroa,The Body Cavity Inspection Network #3 (and other abstract aberrations),2004,"Q-Tips, plastic balls, silicone, and metal",30 x 30 x 30 in. (76.2 x 76.2 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",2004.25,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.25&dim=300px
John McLaughlin,#16,1958,Oil on canvas,72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gil Garfield",96.179,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.179&dim=300px
Gustav Metzger,"Daily Express from &quot;The Festival of Misfits&quot; , 0",0,Newspaper,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of the artist",2000.30,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.30&dim=300px
Ana Mendieta,Silueta Works in Mexico,1973,"Color photograph, edition of 20",Frame: 19 3/8 x 26 9/16 in. (49.2 x 67.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with a grant provided by The Judith Rothschild Foundation",97.119.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.119.4&dim=300px
Gerhard Merz,Salire,1986,Screenprint on canvas,84 x 38 in. (213.4 x 96.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Emily and Jerry Spiegel",93.20,http://www.moca.org/museum/pc_media_viewer.php?acsnum=93.20&dim=300px
Wes Mills,Mils 113,1993,"Pastel, graphite, pen on paper","Paper: 6 7/8 x 6 7/8 in. (17.5 x 17.5 cm)
Frame: 10 7/8 x 9 in. (27.6 x 22.9 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",96.39,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.39&dim=300px
Bruce Nauman,"Perfect Door, Perfect Odor, Perfect Rodo",1973,"Three lithographs, A.P.",Each: 32 x 25 7/8 in. (81.3 x 65.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Peter and Becky Smith",83.10A-C,http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.10A-C&dim=300px
Cady Noland,"Tanya, Text.",1992,"Silkscreen on paper, edition 1/1",32 x 40 in. (81.3 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",92.80.5,http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.80.5&dim=300px
Manuel Ocampo,La Liberte,1990,Oil on canvas,48 1/4 x 48 in. (122.6 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",94.113,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.113&dim=300px
Daniel Oates,March,1999,Water-soluble colored pencil on paper,23 1/2 x 17 1/2 in. (59.7 x 44.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Audrey M. Irmas",2001.125.3,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.125.3&dim=300px
Claes Oldenburg,Man&#039;s Shoe,1961,"Muslin soaked in plaster over wire frame, painted with enamel",32 1/2 x 43 1/4 in. (82.6 x 109.9 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",87.12,http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.12&dim=300px
Bill Owens,We enjoy having these things.,1972,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.26,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.26&dim=300px
Bill Owens,Paul Dumas and Linda McPherson,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.79,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.79&dim=300px
Richard Prince,Untitled (Cowboys),1980,"Ektacolor print, edition 1/2",27 x 40 in. (68.6 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the National Endowment for the Arts, a Federal Agency, and Councilman Joel Wachs",89.30,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.30&dim=300px
Izhar Patkin,Adan (with Adan&#039;s Music Box),1984,"Wax tulle, cement, plaster and music box","34 1/2 x 17 1/2 x 11 in. (87.6 x 44.5 x 27.9 cm)
Other (Music Box): 7 1/2 x 5 1/2 x 3 in. (19.1 x 14 x 7.6 cm)","The Museum of Contemporary Art, Los Angeles
Gift of The Morton/Donnelley Trust",94.23,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.23&dim=300px
Philip Perkis,"Jerusalem, Israel",1984,Gelatin silver print,Paper: 9 1/2 x 12 in. (24.1 x 30.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Helen Levitt",99.68,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.68&dim=300px
Eliot Porter,Portfolio Two (Iceland),1975,"Twelve dye transfer color photographs, edition 31/110",Each: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Arlette Mosher",86.72.1-.12,http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.72.1-.12&dim=300px
James Welling,The Waterfall,1981,Gelatin silver print,9 1/2 x 7 5/8 in. (24.1 x 19.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",2001.43,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.43&dim=300px
Thomas Zipp,Margit,2004,Oil on canvas,71 x 58 in. (180.3 x 147.3 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",2004.236,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.236&dim=300px
Nobuyoshi Araki,Untitled (Araki&#039;s Shadow),1995,Black and white photograph,17 x 14 in. (43.2 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary and Tracy Mezzatesta",2003.33,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.33&dim=300px
Max Yavno,Feed and Seed Store,1981,Gelatin silver print,"16 x 19 7/8 in. (40.6 x 50.5 cm)
Image: 15 1/2 x 18 1/2 in. (39.4 x 47 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.160,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.160&dim=300px
Max Yavno,Premiere at Carthay Circle,1949,Gelatin silver print,13 1/2 x 10 3/8 in. (34.3 x 26.4 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.49,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.49&dim=300px
Max Yavno,Barber Poles,1937,Gelatin silver print,"14 x 11 in. (35.6 x 27.9 cm)
Image: 13 1/2 x 10 1/4 in. (34.3 x 26 cm)",89.35.10,89.35.3,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.3&dim=300px
Boyd Webb,Strategist,1984,Color photograph,48 x 60 in. (121.9 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Beatrice and Philip Gersh",89.42,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.42&dim=300px
Lawrence Weiner,An Accumulation Of Sufficient Abrasion To Remove Enough of an Opaque Surface to Let Light Through With More Intensity,1981,Language and the material referred to,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Peter and Eileen Norton, Santa Monica, California",90.8,http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.8&dim=300px
Meyer Vaisman,Still Life,1987,Process inks on canvas,86 3/4 x 103 x 8 1/2 in. (220.3 x 261.6 x 21.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Douglas S. Cramer",91.57,http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.57&dim=300px
Sara VanDerBeek,Extravaganza,2006,"Digital C-print, Edition of 3 AP 2/2",30 5/8 x 40 5/8 in. (77.8 x 103.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Photography Committee",2007.7,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.7&dim=300px
Roy Thurston,#V,1988,Butyrate lacquer on birch plywood,60 x 26 3/8 x 3/4 in. (152.4 x 67 x 1.9 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",94.91,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.91&dim=300px
Peter Shelton,bmantle,1987,Bronze,37 1/2 x 47 1/2 x 5 1/2 in. (95.3 x 120.7 x 14 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",94.78,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.78&dim=300px
Mitchell Syrop,Assume the Position,1986,Oil on black and white photographs,80 x 120 in. (203.2 x 304.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Joan Simon and John H. Menkes",94.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.2&dim=300px
Sarah Sze,Many a Slip,1999,Mixed media,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Howard and Donna Stone in honor of Jeremy Strick",2001.16,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.16&dim=300px
Paul Strand,"St. Francis Church, Ranchos De Taos, New Mexico",1931,Palladium print,8 1/2 x 6 3/4 in. (21.6 x 17.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Michael E. Hoffman in loving memory of Shirley C. Burden",92.79.1,http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.79.1&dim=300px
Hiroshi Sugimoto,"Metropolitan LA, Los Angeles",1993,Black and white photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Mandy and Cliff Einstein, Linda and Bob Gersh, Linda and Jerry Janger, Marc Selwyn, Marjorie and Leonard Vernon and the Curators Council",95.9,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.9&dim=300px
Kenny Scharf,The Light,1985,Acrylic on canvas,60 x 60 in. (152.4 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Edward Ruscha",2002.23,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.23&dim=300px
Susan Rankaitis,Ariel Trial (study),1987,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.9,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.9&dim=300px
Susan Rankaitis,Techachapi/Veer,1982,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.1,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.1&dim=300px
Edward Ruscha,Untitled (C.I.A.E.),1982,"Lithograph on paper, edition 82/100",33 x 28 1/2 in. (83.8 x 72.4 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",96.159,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.159&dim=300px
