technique,provenance,title,imageUrl,dimensions,artist,accessionId,url
printed paper,Museum purchase,"LIFE Magazine ""The Cry That Will Be Heard""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLIFE%2Ebmp,"13.5"" H x 10.5"" W",Gordon Parks,2000.12,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Gordon+Parks&whereclause=where+maker%3D%27Gordon+Parks%27+OR+cleanmaker%3D%27Gordon+Parks%27+OR+maker1%3D%27Gordon+Parks%27+OR+maker2%3D%27Gordon+Parks%27+OR+maker3%3D%27Gordon+Parks%27+OR+maker4%3D%27Gordon+Parks%27+OR+maker5%3D%27Gordon+Parks%27&current_record=1
"paper, lithography ink",California Afro-American Museum Foundation purchase,Levi Strauss and Company [bill head],http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CLevi%2Ejpg,"8.5"" H x 8.5"" W",Grafton Tyler Brown,AF19901.3.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=1
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Wells Fargo Mining Co. Virginia District, Storey County, NV [stock certificate]",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CWells+Fargo%2Ejpg,"5.25"" H x 9.25"" W",Grafton Tyler Brown,AF19901.3.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=2
"paper, lithography ink",California Afro-American Museum Foundation purchase,Queen Mining Co.,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CQUEEN%2EJPG,"4 x 9½""",Grafton Tyler Brown,AF19901.3.4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=3
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Ghirardelli, Coffee, Chocolate and Spice Manufactory [billhead]",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CGHIRAD%7E1%2EJPG,"5"" H x 9.5"" W",Grafton Tyler Brown,AF19901.3.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=4
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Residence, Ranch and Dairy of V. Guerrero, Half Moon Bay, San Mateo, California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CGuerrero%2Ejpg,"18"" x 33""",Grafton Tyler Brown,AF19899.70.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=5
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Willow Glen Rancho, Residence of T.W. Moore, Pescadero, San Mateo Co. Cal.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CWillow+Glen+Rancho%2Ejpg,"19"" H x 33"" W x 2"" D",Grafton Tyler Brown,AF19899.70.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=6
"paper, lithography ink",California Afro-American Museum Foundation purchase,"San Felix Station, M. Carey, Prop. San Mateo County California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CSan+Felix+Station%2Ejpg,"16"" x 19½""",Grafton Tyler Brown,AF19899.70.22,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=7
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Lake Ranch, Residence of R.T. Ray",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CRay%2Ejpg,"17"" x 20""",Grafton Tyler Brown,AF19899.70.27,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=8
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Ocean View Ranch, Property & Residence of Jacob Downing, San Gregorio, San Mateo Co., Cal.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CJDOWNI%7E1%2EJPG,"23) 5"" x 12.25""; 24) 6 9/16"" x 12.25"" (images)",Grafton Tyler Brown,"AF19899.70.23,24",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=9
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Residence of John Donnelly, San Mateo, California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CJ%2E+Donnelly%2Ejpg,"16"" H x 18.75"" W x 2"" D",Grafton Tyler Brown,AF19899.70.25,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=10
"paper, lithography ink",California Afro-American Museum Foundation purchase,"E.A. Husing, Dealer in Groceries, Dry Goods, Hardware, Crockery, Boots and Shoes",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CHusing%2Ejpg,"15"" x 18""",Grafton Tyler Brown,AF19899.70.28,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=11
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Property of J. Kentfield, Redwood City, San Mateo County California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CJKENTF%7E1%2EJPG,"17"" x 19½""",Grafton Tyler Brown,AF19899.70.26,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=12
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Northern Belle Mill and Mining, August 27, 1824, No. 14965 50 Shares",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CBELL%2EJPG,"4 x 9""",Grafton Tyler Brown,AF19899.70.14,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=13
"paper, lithography ink",California Afro-American Museum Foundation purchase,Best and Belcher Mining Co. [stock certificate],http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CBELCHER%2EJPG,"4"" H x 9"" W",Grafton Tyler Brown,AF19899.70.13,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=14
"paper, lithography ink",California Afro-American Museum Foundation purchase,Garibaldi Mining,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CGARIBA%7E1%2EJPG,"4 x 9""",Grafton Tyler Brown,AF19899.70.12,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=15
"paper, lithography ink",California Afro-American Museum Foundation purchase,Loretta Silver Mine,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CLORETTA%2EJPG,"4 x 9""",Grafton Tyler Brown,AF19899.70.11,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=16
"paper, lithography ink",California Afro-American Museum Foundation purchase,Peoples' Ice Company,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CPEOPLES%2EJPG,"4"" x 9""",Grafton Tyler Brown,AF19899.70.10,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=17
"paper, lithography ink",California Afro-American Museum Foundation purchase,Metallic-Equator Consolidated Mining Co.,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CMETALLIC%2EJPG,"4 x 9""",Grafton Tyler Brown,AF19899.70.9,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=18
"paper, lithography ink",California Afro-American Museum Foundation purchase,Mechanic's Institute 8th Industrial Exhibition Admission Pass,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CMECHAN%7E1%2EJPG,"2"" x 3½""",Grafton Tyler Brown,AF19899.70.16,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=19
"paper, lithography ink",California Afro-American Museum Foundation purchase,Commission Scrip $5,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CSCRIP%2EJPG,"3"" x 6""",Grafton Tyler Brown,AF19899.70.15,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=20
Rotogravure,Gift of Edward T. Garcia,"""I'm Beginning to See the Light""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CBeginning%5FLight+copy%2Ejpg,"12"" H x 9"" W",Grand Music Corporation Music Publishers,2007.11.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grand+Music+Corporation+Music+Publishers&whereclause=where+maker%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+cleanmaker%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+maker1%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+maker2%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+maker3%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+maker4%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+maker5%3D%27Grand+Music+Corporation+Music+Publishers%27&current_record=1
"Cotton, silk, polyester",Gift of Dolores Sims-Gardner,Crazy quilt,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CQuilts%5CGardner%5Fquilt%5CGardner%5Fquilt+copy%2Ejpg,"76"" x 91""",Grandmother of Ester Petiford Jackson,2007.12,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grandmother+of+Ester+Petiford+Jackson&whereclause=where+maker%3D%27Grandmother+of+Ester+Petiford+Jackson%27+OR+cleanmaker%3D%27Grandmother+of+Ester+Petiford+Jackson%27+OR+maker1%3D%27Grandmother+of+Ester+Petiford+Jackson%27+OR+maker2%3D%27Grandmother+of+Ester+Petiford+Jackson%27+OR+maker3%3D%27Grandmother+of+Ester+Petiford+Jackson%27+OR+maker4%3D%27Grandmother+of+Ester+Petiford+Jackson%27+OR+maker5%3D%27Grandmother+of+Ester+Petiford+Jackson%27&current_record=1
"vinyl LP record, paper album sleeve, plastic cover",Museum purchase,Test Pressing,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CElla+Fitzgerald%5C19995%2E13%2E11c%2Ejpg,"Diameter: 12""",H. V. Waddell Company,SPAF19995.13.11c,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+H%2E+V%2E+Waddell+Company&whereclause=where+maker%3D%27H%2E+V%2E+Waddell+Company%27+OR+cleanmaker%3D%27H%2E+V%2E+Waddell+Company%27+OR+maker1%3D%27H%2E+V%2E+Waddell+Company%27+OR+maker2%3D%27H%2E+V%2E+Waddell+Company%27+OR+maker3%3D%27H%2E+V%2E+Waddell+Company%27+OR+maker4%3D%27H%2E+V%2E+Waddell+Company%27+OR+maker5%3D%27H%2E+V%2E+Waddell+Company%27&current_record=1
rotogravure,Gift of Ronald E. Lewis,Leimert Park Village,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLeimertPark%5CLeimertPark%5Frendering+copy%2Ejpg,8.5 H x 16 W,H.L. Pough,2007.14.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+H%2EL%2E+Pough&whereclause=where+maker%3D%27H%2EL%2E+Pough%27+OR+cleanmaker%3D%27H%2EL%2E+Pough%27+OR+maker1%3D%27H%2EL%2E+Pough%27+OR+maker2%3D%27H%2EL%2E+Pough%27+OR+maker3%3D%27H%2EL%2E+Pough%27+OR+maker4%3D%27H%2EL%2E+Pough%27+OR+maker5%3D%27H%2EL%2E+Pough%27&current_record=1
Ink on paper,Museum purchase,Bill of Sale [slave document],http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDASFOT%7E1%5CSLAVED%7E1%2EBMP,"14"" H x 12.25"" W x 0.75"" D",H.R. Irwin,2001.1.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+H%2ER%2E+Irwin&whereclause=where+maker%3D%27H%2ER%2E+Irwin%27+OR+cleanmaker%3D%27H%2ER%2E+Irwin%27+OR+maker1%3D%27H%2ER%2E+Irwin%27+OR+maker2%3D%27H%2ER%2E+Irwin%27+OR+maker3%3D%27H%2ER%2E+Irwin%27+OR+maker4%3D%27H%2ER%2E+Irwin%27+OR+maker5%3D%27H%2ER%2E+Irwin%27&current_record=1
photograph,Gift of Vertenis Shephard,Portrait of Ken Renard,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5CRenardE%2Ebmp,"14"" H x 11"" W",Hal Barnes Studio,2000.7.E1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Hal+Barnes+Studio&whereclause=where+maker%3D%27Hal+Barnes+Studio%27+OR+cleanmaker%3D%27Hal+Barnes+Studio%27+OR+maker1%3D%27Hal+Barnes+Studio%27+OR+maker2%3D%27Hal+Barnes+Studio%27+OR+maker3%3D%27Hal+Barnes+Studio%27+OR+maker4%3D%27Hal+Barnes+Studio%27+OR+maker5%3D%27Hal+Barnes+Studio%27&current_record=1
Photograph,Gift of Wayne & Shelby Kostman,Portrait of Aura and Horac [sic] Ross,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CD2%2EBMP,"4¼ x 6""",Harper & Co.,AF19981.2.D2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Harper+%26+Co%2E&whereclause=where+maker%3D%27Harper+%26+Co%2E%27+OR+cleanmaker%3D%27Harper+%26+Co%2E%27+OR+maker1%3D%27Harper+%26+Co%2E%27+OR+maker2%3D%27Harper+%26+Co%2E%27+OR+maker3%3D%27Harper+%26+Co%2E%27+OR+maker4%3D%27Harper+%26+Co%2E%27+OR+maker5%3D%27Harper+%26+Co%2E%27&current_record=1
Offset lithograph,Gift of Timothy Ormes,"""All The Difference In The World: The Odor Of The Nigger (Republican) Is Offensive; But-""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CAll+the+Difference%2Ejpg,"15¾"" x 11""",Harper's Weekly,AF199112.47.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Harper%27s+Weekly&whereclause=where+maker%3D%27Harper%27%27s+Weekly%27+OR+cleanmaker%3D%27Harper%27%27s+Weekly%27+OR+maker1%3D%27Harper%27%27s+Weekly%27+OR+maker2%3D%27Harper%27%27s+Weekly%27+OR+maker3%3D%27Harper%27%27s+Weekly%27+OR+maker4%3D%27Harper%27%27s+Weekly%27+OR+maker5%3D%27Harper%27%27s+Weekly%27&current_record=1
Offset lithograph,Gift of Timothy Ormes,""" Negroes Driven South By The Rebel Officers""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CNegroes+driven+south%2Ejpg,"15.75"" x 21.75""",Harper's Weekly,AF199112.47.44,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Harper%27s+Weekly&whereclause=where+maker%3D%27Harper%27%27s+Weekly%27+OR+cleanmaker%3D%27Harper%27%27s+Weekly%27+OR+maker1%3D%27Harper%27%27s+Weekly%27+OR+maker2%3D%27Harper%27%27s+Weekly%27+OR+maker3%3D%27Harper%27%27s+Weekly%27+OR+maker4%3D%27Harper%27%27s+Weekly%27+OR+maker5%3D%27Harper%27%27s+Weekly%27&current_record=2
Rotogravure,Gift of Edward T. Garcia,"""Coon! Coon! Coon!""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CCoonCoonCoon+copy%2Ejpg,"14"" x 10.625""","Harry H. Sparks, Music Publishers",2007.11.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Harry+H%2E+Sparks%2C+Music+Publishers&whereclause=where+maker%3D%27Harry+H%2E+Sparks%2C+Music+Publishers%27+OR+cleanmaker%3D%27Harry+H%2E+Sparks%2C+Music+Publishers%27+OR+maker1%3D%27Harry+H%2E+Sparks%2C+Music+Publishers%27+OR+maker2%3D%27Harry+H%2E+Sparks%2C+Music+Publishers%27+OR+maker3%3D%27Harry+H%2E+Sparks%2C+Music+Publishers%27+OR+maker4%3D%27Harry+H%2E+Sparks%2C+Music+Publishers%27+OR+maker5%3D%27Harry+H%2E+Sparks%2C+Music+Publishers%27&current_record=1
Oil on cardboard,Gift of Susan Labiner,Papa Zaca,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CZaca%2Ejpg,"31 x 25 x 1¾""",Hector Hyppolite,AF19874.67.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Hector+Hyppolite&whereclause=where+maker%3D%27Hector+Hyppolite%27+OR+cleanmaker%3D%27Hector+Hyppolite%27+OR+maker1%3D%27Hector+Hyppolite%27+OR+maker2%3D%27Hector+Hyppolite%27+OR+maker3%3D%27Hector+Hyppolite%27+OR+maker4%3D%27Hector+Hyppolite%27+OR+maker5%3D%27Hector+Hyppolite%27&current_record=1
