Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,object_no,description,image_url
Kash-Kash's Daughter,0,Charles Erskine Wood,American,1852,1944,9 15/16 x 7,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.44,,http://emuseum.huntington.org/internal/media/dispatcher/16159/resize:format$003dfull
"Kash-Kash, Chief or Leading Man of Cayuse - Blind",0,Charles Erskine Wood,American,1852,1944,9 15/16 x 7,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.45,,http://emuseum.huntington.org/internal/media/dispatcher/16160/resize:format$003dfull
Katerina Ivanovna,1933,Boardman Robinson,American,1876,1952,15 x 11 3/4,graphite and oil on paper laid on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Paul S. Kearns",93.11,,http://emuseum.huntington.org/internal/media/dispatcher/20453/resize:format$003dfull
Keat's Grave,1924,Charles Erskine Wood,American,1852,1944,12 3/8 x 8 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.10,,http://emuseum.huntington.org/internal/media/dispatcher/16135/resize:format$003dfull
"Kilpatrick's Headquarters, Second Night Out from Atlanta",1864,Theodore Russell Davis,American,1840,1894,9 3/8 x 11 7/8,black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.45,,http://emuseum.huntington.org/internal/media/dispatcher/18063/resize:format$003dfull
Kitchum Castle - Loch Awe,1909,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",2008.21.10,,http://emuseum.huntington.org/internal/media/dispatcher/28501/resize:format$003dfull
Kneeling Monk in a White Robe,1845,John Frederick Kensett,American,1816,1872,11 1/4 x 8 1/2,graphite and wash on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. 
Gift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York",91.264,,http://emuseum.huntington.org/internal/media/dispatcher/16337/resize:format$003dfull
La Cruz-Church of the Cross in Queretaro,1885,Christian Jorgensen,American,1860,1935,9 3/4 x 14 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.8,,http://emuseum.huntington.org/internal/media/dispatcher/27914/resize:format$003dfull
Lady in a Caf茅,1934,Guy P猫ne Du Bois,American,1884,1958,10 1/2 x 7 3/4,watercolor and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Margery and Maurice Katz",95.24,,http://emuseum.huntington.org/internal/media/dispatcher/12706/resize:format$003dfull
Lake and Mountain,1849,William McIlvaine Jr.,American,1813,1867,6 3/4 x 9,watercolor on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.17,,http://emuseum.huntington.org/internal/media/dispatcher/16257/resize:format$003dfull
"Lake George, the Widows",0,John Bunyan Bristol,American,1826,1909,8 x 10 1/8,graphite and white chalk on buff paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",86.5,,http://emuseum.huntington.org/internal/media/dispatcher/16190/resize:format$003dfull
Landscape,0,William Trost Richards,American,1833,1905,4 3/4 x 7 5/8,pen and black ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.30.2,,http://emuseum.huntington.org/internal/media/dispatcher/16215/resize:format$003dfull
Landscape,0,Charles Erskine Wood,American,1852,1944,9 x 11 11/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.22,,http://emuseum.huntington.org/internal/media/dispatcher/17973/resize:format$003dfull
Landscape,1917,Charles Erskine Wood,American,1852,1944,7 x 9 1/2,watercolor and pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.28,,http://emuseum.huntington.org/internal/media/dispatcher/16145/resize:format$003dfull
Landscape,0,Charles Erskine Wood,American,1852,1944,9 x 11 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.58,,http://emuseum.huntington.org/internal/media/dispatcher/17980/resize:format$003dfull
Landscape,0,Charles Erskine Wood,American,1852,1944,9 x 11 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.59,,http://emuseum.huntington.org/internal/media/dispatcher/17981/resize:format$003dfull
Landscape Study,0,Charles Erskine Wood,American,1852,1944,10 7/8 x 8 13/16,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.33,,http://emuseum.huntington.org/internal/media/dispatcher/16150/resize:format$003dfull
Landscape Study with Color Notations,0,Charles Erskine Wood,American,1852,1944,6 13/16 x 9 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.27,,http://emuseum.huntington.org/internal/media/dispatcher/16144/resize:format$003dfull
Landscape View with Tree,0,John Bunyan Bristol,American,1826,1909,7 3/4 x 10 1/4,graphite and white chalk on green-gray paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",86.4,,http://emuseum.huntington.org/internal/media/dispatcher/16189/resize:format$003dfull
"Landscape with Bell Tower, June 13, 1904",1904,Joseph Basil Girard,American,1846,1918,5 x 8 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.52,,http://emuseum.huntington.org/internal/media/dispatcher/20107/resize:format$003dfull
"Landscape with Bell Tower, May 25, 1904",1904,Joseph Basil Girard,American,1846,1918,5 x 8 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.51,,http://emuseum.huntington.org/internal/media/dispatcher/20106/resize:format$003dfull
"Landscape with Covered Wagon, Figure on Horse, and Cattle, October, 1872",1872,Joseph Basil Girard,American,1846,1918,5 x 8 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.18,,http://emuseum.huntington.org/internal/media/dispatcher/20073/resize:format$003dfull
Landscape with Cow,1927,Jan Matulka,American,1890,1972,20 x 15,"gouache, pencil and litho-pencil on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Margery and Maurice Katz",2004.23,,http://emuseum.huntington.org/internal/media/dispatcher/26324/resize:format$003dfull
"Landscape with Fallen Tree, October, 1872",1872,Joseph Basil Girard,American,1846,1918,5 x 8 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.19,,http://emuseum.huntington.org/internal/media/dispatcher/20074/resize:format$003dfull
Landscape with Farm Buildings,0,Charles Erskine Wood,American,1852,1944,7 1/2 x 11 1/8,pastel and charcoal on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.37,,http://emuseum.huntington.org/internal/media/dispatcher/16153/resize:format$003dfull
Landscape with Figure,1847,James Hamilton,American,1819,1878,4 1/8 x 6 7/8,sepia ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.23,,http://emuseum.huntington.org/internal/media/dispatcher/16323/resize:format$003dfull
"Landscape with Figures and Wagon Train, December, 1872",1872,Joseph Basil Girard,American,1846,1918,5 x 8 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.22,,http://emuseum.huntington.org/internal/media/dispatcher/20077/resize:format$003dfull
Landscape with Grove of Trees,0,Charles Erskine Wood,American,1852,1944,12 x 8,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.63,,http://emuseum.huntington.org/internal/media/dispatcher/17985/resize:format$003dfull
Landscape with Hills,0,Charles Erskine Wood,American,1852,1944,8 15/16 x 12,watercolor and charcoal on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.25,,http://emuseum.huntington.org/internal/media/dispatcher/17976/resize:format$003dfull
"Landscape with Hills and Two Figures, October 1872",1872,Joseph Basil Girard,American,1846,1918,5 3/8 x 8 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.16,,http://emuseum.huntington.org/internal/media/dispatcher/20071/resize:format$003dfull
"Landscape with Hills, Houses, and Four Figures, December, 1872",1872,Joseph Basil Girard,American,1846,1918,5 x 8 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.20,,http://emuseum.huntington.org/internal/media/dispatcher/20075/resize:format$003dfull
Landscape with House,0,Charles Erskine Wood,American,1852,1944,9 1/8 x 5 7/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.26,,http://emuseum.huntington.org/internal/media/dispatcher/16143/resize:format$003dfull
"Landscape with House and Trees, 1868",1868,Joseph Basil Girard,American,1846,1918,5 3/16 x 7 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.1,,http://emuseum.huntington.org/internal/media/dispatcher/20056/resize:format$003dfull
Landscape with Houses on a Hill,0,Charles Erskine Wood,American,1852,1944,10 x 13 7/8,pastel on board,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.62,,http://emuseum.huntington.org/internal/media/dispatcher/26442/resize:format$003dfull
Landscape with Lake,1867,John William Hill,American,1812,1879,19 1/2 x 28,watercolor over graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.7,,http://emuseum.huntington.org/internal/media/dispatcher/27981/resize:format$003dfull
"Landscape with Lake, Covered Wagon with Horses and Figure with Whip, October 1872",1872,Joseph Basil Girard,American,1846,1918,5 3/8 x 7 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.15,,http://emuseum.huntington.org/internal/media/dispatcher/20070/resize:format$003dfull
"Landscape with Mountain and Trees, September 30, 1901",1901,Joseph Basil Girard,American,1846,1918,5 x 8 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.46,,http://emuseum.huntington.org/internal/media/dispatcher/20101/resize:format$003dfull
Landscape with Mountain in Distance,0,Charles Erskine Wood,American,1852,1944,10 x 13 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.64,,http://emuseum.huntington.org/internal/media/dispatcher/17986/resize:format$003dfull
Landscape with River,1894,Charles Erskine Wood,American,1852,1944,10 15/16 x 15,watercolor and graphite on paper laid on board,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.42,,http://emuseum.huntington.org/internal/media/dispatcher/17978/resize:format$003dfull
Landscape with River and Weeping Willow,1868,Joseph Basil Girard,American,1846,1918,5 1/2 x 7 3/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.3,,http://emuseum.huntington.org/internal/media/dispatcher/20058/resize:format$003dfull
Landscape with Trees,0,Joseph Basil Girard,American,1846,1918,5 1/4 x 7 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.107,,http://emuseum.huntington.org/internal/media/dispatcher/20162/resize:format$003dfull
Landscape with Trees,0,Joseph Basil Girard,American,1846,1918,5 3/16 x 7 3/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.109,,http://emuseum.huntington.org/internal/media/dispatcher/20164/resize:format$003dfull
Landscape with Trees and Body of Water,0,Joseph Basil Girard,American,1846,1918,5 1/4 x 7 3/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.108,,http://emuseum.huntington.org/internal/media/dispatcher/20163/resize:format$003dfull
"Landscape with Trees and Buildings, August 18, 1894",1894,Joseph Basil Girard,American,1846,1918,5 x 8 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.40,,http://emuseum.huntington.org/internal/media/dispatcher/20095/resize:format$003dfull
"Landscape with Trees and Cows, December, 1872",1872,Joseph Basil Girard,American,1846,1918,5 x 8 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.21,,http://emuseum.huntington.org/internal/media/dispatcher/20076/resize:format$003dfull
Landscape with Trees and Fence,0,Joseph Basil Girard,American,1846,1918,5 7/16 x 7 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.110,,http://emuseum.huntington.org/internal/media/dispatcher/20165/resize:format$003dfull
Landscape with Trees and Lake,0,William Morris Hunt,American,1824,1879,12 3/8 x 17 3/8,charcoal and ink wash on paper laid on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.81,,http://emuseum.huntington.org/internal/media/dispatcher/20459/resize:format$003dfull
"Landscape with Trees, 1868",1868,Joseph Basil Girard,American,1846,1918,5 3/8 x 6 3/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.2,,http://emuseum.huntington.org/internal/media/dispatcher/20057/resize:format$003dfull
