dim,made,prov,title,nationality,artist,birthDate,deathDate,image_url
Paper: 20 x 26 in. (50.8 x 66.0 cm.); Image: 11 x 17 in. (27.9 x 43.2 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Recognitions,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.092
Paper: 20 x 26 in. (50.8 x 66.0 cm.); Image: 16-1/2 x 23-1/4 in. (41.9 x 59.1 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Recognitions,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.090
Paper: 20 x 26 in. (50.8 x 66.0 cm.); Image: 16-3/8 x 23 in. (41.6 x 58.4 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Recognitions,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.089
Paper: 20 x 26 in. (50.8 x 66.0 cm.); Image: 16-1/2 x 23-1/4 in. (41.9 x 59.1 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Recognitions,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.088
Paper: 20 x 26 in. (50.8 x 66.0 cm.); Image: 16-1/2 x 23-1/2 in. (41.9 x 59.7 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Recognitions,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.087
Paper: 10 x 8 in. (cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Family of Acrobatic Jugglers: XI,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.222
Paper: 20 x 26 in. (50.8 x 66.0 cm.); Image: 17 x 23 in. (43.2 x 58.4 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Recognitions,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.085
Paper: 20 x 26 in. (50.8 x 66.0 cm.); Image: 16-1/2 x 20-1/8 in. (41.9 x 51.1 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Recognitions,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.084
Paper: 22 x 22-1/2 in. (55.9 x 57.2 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1966","The Window,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.081
Paper: 22 x 30 in. (55.9 x 76.2 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1966","The Maze,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.085
Paper: 30 x 22-1/2 in. (76.2 x 57.2 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","The Ladies,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.199
Sheet: 22 x 30 in. (55.9 x 76.2 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",American,John Altoon,1925,1969,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.103
Paper: 30 x 22 in. (76.2 x 55.9 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","String,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.193
Sheet: 12 x 12 in. (30.5 x 30.5 cm); Image: 10 x 10 in. (25.4 x 25.4 cm),1966,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",Guatemalan,Rodolfo Abularach,1933,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.262
Paper: 20 x 26 in. (50.8 x 66.0 cm.); Image: 16-1/2 x 23-1/4 in. (41.9 x 59.1 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Smokers II,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.192
Paper: 30 x 22 in. (76.2 x 55.9 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Self-Portrait,",American,James Strombotne,1934,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.195
Paper: 20 x 15 in. (50.8 x 35.6 cm.); Image: 12-1/4 x 10-1/4 in. (34.1 x 26.0 cm.),1969,"Norton Simon Museum, Anonymous Gift, 1971","Untitled,",American,Hugh Townley,1923,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.210
Paper: 18 x 15 in. (45.7 x 38.1 cm.),1969,"Norton Simon Museum, Anonymous Gift, 1971","Untitled,",American,Hugh Townley,1923,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.209
Paper: 18 x 15 in. (45.7 x 38.1 cm.),1969,"Norton Simon Museum, Anonymous Gift, 1971","Untitled,",American,Hugh Townley,1923,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.208
Paper: 10 x 8 in. (cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Family of Acrobatic Jugglers: XII,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.223
Paper: 25 x 19 in. (63.5 x 48.3 cm.); Image: 19-1/8 x 15-3/4 in. (48.9 x 40.0 cm.),1969,"Norton Simon Museum, Anonymous Gift, 1971","Untitled,",American,Hugh Townley,1923,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.207
Paper: 25 x 19 in. (63.5 x 48.3 cm.); Image: 14 x 15-1/4 in. (35.6 x 38.7 cm.),1969,"Norton Simon Museum, Anonymous Gift, 1971","Untitled,",American,Hugh Townley,1923,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.206
Paper: 12-1/8 x 10 in. (30.8 x 25.4 cm.),1969,"Norton Simon Museum, Anonymous Gift","Untitled,",American,Hugh Townley,1923,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.205
Paper: 12-1/8 x 10 in. (30.8 x 25.4 cm.),1969,"Norton Simon Museum, Anonymous Gift, 1971","Untitled,",American,Hugh Townley,1923,2008,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.204
Sheet: 22-1/4 x 31-3/4 in. (56.5 x 80.6 cm); Image: 18-3/4 x 30 in. (47.6 x 76.2 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",American,John Altoon,1925,1969,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.104
Paper: 22 x 30 in. (55.9 x 76.2 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Self-Contained Man,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.283
Paper: 22 x 30 in. (55.9 x 76.2 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Second Impossible Act Performed by an Animal Posing As a Man,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.285
Sheet: 12 x 12 in. (30.5 x 30.5 cm); Image: 10 x 10 in. (25.4 x 25.4 cm),1966,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",Guatemalan,Rodolfo Abularach,1933,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.263
Paper: 22 x 30 in. (55.9 x 76.2 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Impossible Act Performed by an Animal Posing As a Man,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.284
Paper: 30 x 22 in. (76.2 x 55.9 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Girl of My Dreams in Peau de Crapauf,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.288
Paper: 10 x 8 in. (cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Family of Acrobatic Jugglers: XVIII,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.229
Paper: 10 x 8 in. (cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Family of Acrobatic Jugglers: XVII,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.228
Paper: 10 x 8 in. (cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Family of Acrobatic Jugglers: XVI,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.227
Paper: 10 x 8 in. (cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Family of Acrobatic Jugglers: XV,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.226
Paper: 10 x 8 in. (cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Family of Acrobatic Jugglers: XIV,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.225
Paper: 10 x 8 in. (cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Family of Acrobatic Jugglers: XIII,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.224
Paper: 30 x 22 in. (76.2 x 55.9 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1969","Two Plus Two Blue,",American,Anthony Stoeveken,1938,2011,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.078
Image: 8-3/8 x 11-7/16 in. (21.3 x 29.1 cm); Paper: 15-1/2 x 20 in. (39.4 x 50.8 cm),1897,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett","Venetian Canal,",American,Alfred Stieglitz,1864,1946,
Sheet: 22 x 30 in. (55.9 x 76.2 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",American,John Altoon,1925,1969,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.105
Image: 4-3/4 x 9-1/8 in. (12.1 x 22.9 cm); Paper: 15-5/8 x 20 in. (39.7 x 50.8 cm),1897,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett","The Glow of Night-New York,",American,Alfred Stieglitz,1864,1946,
Image: 6-5/8 x 10-9/16 in. (16.8 x 26.8 cm); Paper: 14 x 17 in. (35.6 x 43.2 cm),1894,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett","Goats at River's Bank,",American,Alfred Stieglitz,1864,1946,
Paper: 8 x 10 in. (20.3 x 25.4 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Nine of the Eight Views of Omi,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.238
Sheet: 24 x 36 in. (61 x 91.4 cm); Image: 22 x 34 in. (55.9 x 86.4 cm),1966,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",Guatemalan,Rodolfo Abularach,1933,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.264
Paper: 30 x 22 in. (76.2 x 55.9 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Kim's Decision,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.286
Image:  6-1/8 x 11 in. (15.9 x 27.9 cm); Paper: 15-1/2 x 20 in. (39.4 x 50.8 cm),1894,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett","A Wet Day on the Boulevard,",American,Alfred Stieglitz,1864,1946,
Paper: 30 x 22 in. (76.2 x 55.9 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Totentanz,",American,Anthony Stoeveken,1938,2011,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.591
Paper: 30 x 22 in. (76.2 x 55.9 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1969","Poor Old Marat,",American,Anthony Stoeveken,1938,2011,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.079
Paper: 28 x 20 in. (71.1 x 50.8 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Man in Space,",American,Anthony Stoeveken,1938,2011,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.189
Paper: 34-1/2 x 24-1/2 in. (87.6 x 62.2 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Jill a Moon,",American,Anthony Stoeveken,1938,2011,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.191
Paper: 8 x 10 in. (20.3 x 25.4 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Nine of the Eight Views of Omi,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.237
Paper: 8 x 10 in. (20.3 x 25.4 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Nine of the Eight Views of Omi,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.236
Paper: 8 x 10 in. (20.3 x 25.4 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Nine of the Eight Views of Omi,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.235
Paper: 8 x 10 in. (20.3 x 25.4 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Nine of the Eight Views of Omi,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.234
Paper: 8 x 10 in. (20.3 x 25.4 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Nine of the Eight Views of Omi,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.233
Paper: 8 x 10 in. (20.3 x 25.4 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Nine of the Eight Views of Omi,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.232
Sheet: 22 x 30 in. (55.9 x 76.2 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",American,John Altoon,1925,1969,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.106
Paper: 8 x 10 in. (20.3 x 25.4 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Nine of the Eight Views of Omi,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.231
"Norton Simon Museum, Anonymous Gift, 1972",1970,P.1972.08.230-238,"Nine of the Eight Views of Omi,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.230-238
Paper: 8 x 10 in. (20.3 x 25.4 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Nine of the Eight Views of Omi,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.230
Sheet: 12 x 12 in. (30.5 x 30.5 cm); Image: 10 x 10 in. (25.4 x 25.4 cm),1966,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",Guatemalan,Rodolfo Abularach,1933,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.265
Paper: 30 x 22 in. (76.2 x 55.9 cm.),1970,"Norton Simon Museum, Anonymous Gift, 1972","Kim's Other Decision,",American,Jan Stussy,1921,1990,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.287
Paper: 34-1/2 x 24-1/2 in. (87.6 x 62.2 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Jack a Moon,",American,Anthony Stoeveken,1938,2011,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.188
Paper: 26 x 20 in. (66.0 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Homage to K,",American,Anthony Stoeveken,1938,2011,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.332
Paper: 30 x 20 in. (76.2 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Homage to G,",American,Anthony Stoeveken,1938,2011,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.333
Paper: 20 x 20 in. (50.8 x 50.8 cm.); Image: 16 x 16 in. (40.6 x 40.6 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Grey [],",American,Anthony Stoeveken,1938,2011,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.190
Sheet: 22 x 30 in. (55.9 x 76.2 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",American,John Altoon,1925,1969,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.107
Sheet: 12 x 12 in. (30.5 x 30.5 cm); Image: 10 x 10 in. (25.4 x 25.4 cm),1966,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",Guatemalan,Rodolfo Abularach,1933,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.266
Paper: 21-3/4 x 14 in. (55.2 x 35.6 cm.); Image: 11-3/4 x 6-3/4 in. (29.8 x 17.1 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Vertical Horizontals,",American,Hedda Sterne,1916,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.282
Paper: 20 x 20 in. (50.8 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Metaphores and Metamorphoses,",American,Hedda Sterne,1916,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.279
"Left (Panel A): 53 x 32-1/4 in. (134.6 x 81.9 cm), Center (Panel B): 53 x 35-1/8 in. (134.6 x 89.2 cm), Right (Panel C): 52-3/4 x 32-1/4 (134 x 81.9 cm)",1879,Norton Simon Art Foundation,"The Pastoral Life of Saint Geneviève,",French,Pierre-Cécile Puvis de Chavannes,1824,1898,http://images.nortonsimon.org/viewer/index.php?id=M.1968.49.P
Left panel: 86 1/4 x 110-1/8 in. (219.1 x 279.7 cm); Center panel: 86 1/4 x 142 in. (219.1 x 360.7 cm); Right panel: 86-1/4 x 110-1/2 in.(219.1 x 280.7 cm),1877,The Norton Simon Foundation,"The Legendary Saints of France,",French,Pierre-Cécile Puvis de Chavannes,1824,1898,
Paper: 20 x 26 in. (50.8 x 66.0 cm.); Image: 5 x 6-1/2 in. (12.7 x 16.5 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Turtle Cup,",American,Kenneth Price,1935,2012,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.543
Paper: 17-1/2 x 20 in. (44.5 x 50.8 cm.); Image: 7-1/2 x 10 in. (19.1 x 25.4 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1972","Sea Turtle Cup,",American,Kenneth Price,1935,2012,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.014
comp: 16-1/2 x 13 in. (41.9 x 33.0 cm); sheet: 22 x 16-1/2 in. (55.9 x 41.9 cm),1968,"Norton Simon Museum, Anonymous Gift","Jivaroland Frog Cup,",American,Kenneth Price,1935,2012,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.540
Paper: 25 x 19-1/2 in. (63.5 x 49.5 cm.); Image: 5 x 7-1/2 in. (12.7 x 19.1 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Frog Cup,",American,Kenneth Price,1935,2012,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.538
Image: 7-1/4 x 4-7/8 in. (18.4 x 12.4 cm),1969,"Norton Simon Museum, Gift of the Artist","Untitled,",American,Mark L. Power,1937,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.127
39-5/8 x 52-1/8 in. (100.6 x 132.4 cm),1650,"Jointly owned by the Norton Simon Art Foundation, Pasadena and The J. Paul Getty Museum, Los Angeles","The Holy Family with the Infant St. John the Baptist and St. Elizabeth,",French,Nicolas Poussin,1594,1665,http://images.nortonsimon.org/viewer/index.php?id=M.1981.6.P
39-5/8 x 54 in. (100.6 x 137.2 cm),1635,The Norton Simon Foundation,"Camillus and the Schoolmaster of Falerii,",French,Nicolas Poussin,1594,1665,http://images.nortonsimon.org/viewer/index.php?id=F.1970.14.P
Sheet: 22 x 30 in. (55.9 x 76.2 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",American,John Altoon,1925,1969,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.108
Image: 7-1/2 x 5 in. (19.1 x 12.7 cm); Paper: 10 x 7-5/16 in. (25.4 x 18.6 cm),1969,"Norton Simon Museum, Gift of the Artist","Girl, Baltimore, Maryland (""Lost Tomato Co.""),",American,Mark L. Power,1937,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.126
Sheet: 24 x 36 in. (61 x 91.4 cm); Image: 22 x 34 in. (55.9 x 86.4 cm),1966,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",Guatemalan,Rodolfo Abularach,1933,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.267
Image: 5 x 7-1/2 in. (12.7 x 19.1 cm); Paper: 7-1/8 x 10 in. (18.4 x 25.4 cm),1969,"Norton Simon Museum, Gift of the Artist","Erika,",American,Mark L. Power,1937,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.125
Image: 4 x 13 in. (10.2 x 33 cm); Paper 10-3/4 x 13-3/4 in. (27.3 x 34.9 cm),1970,"Norton Simon Museum, Gift of the Artist","Dinner, Motel, Tampa, Florida,",American,Mark L. Power,1937,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.134
Image: 7-5/8 x 5 in. (19.4 x 12.7 cm); Paper: 7-15/16 x 10 in. (20.2 x 25.4 cm),1969,"Norton Simon Museum, Gift of the Artist","Becky,",American,Mark L. Power,1937,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.124
comp: 5 x 6 in. (12.7 x 15.2 cm); sheet: 22 x 16-1/2 in. (55.9 x 41.9 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Double Frog Cup,",American,Kenneth Price,1935,2012,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.541
22 x 18 in. (55.9 x 45.7 cm),1970,"Norton Simon Museum, Gift of Thomas G. Terbell, Jr., in honor of the Pasadena Art Alliance, 1970","Figurine Cup V,",American,Kenneth Price,1935,2012,http://images.nortonsimon.org/viewer/index.php?id=P.1970.13
Paper: 14 x 11 in. (35.6 x 27.9 cm.); Image: 11-1/2 x 8 in. (29.2 x 20.3 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Cup Gets the Worm,",American,Kenneth Price,1935,2012,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.542
Paper: 23 x 31 in. (58.4 x 78.7 cm.); Image 7 x 12 in. (17.8 x 30.5 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1972","Acrobatic Frog Cup II,",American,Kenneth Price,1935,2012,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.013
comp: 16-7/16 x 22-1/4 in. (41.8 x 56.5 cm);  sheet: 22-7/8 x 30-1/4 in. (58.1 x 76.8 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Acrobatic Frog Cup,",American,Kenneth Price,1935,2012,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.539
Sheet: 21-3/4 x 30 in. (55.2 x 76.2 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",American,John Altoon,1925,1969,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.109
Sheet: 25 x 19-1/8 in. (63.5 x 48.6 cm); Image: 24-1/4 x 18-1/8 in. (61.6 x 46.0 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Window,",Guatemalan,Rodolfo Abularach,1933,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.173
20 x 5-1/8 in. (50.8 x 13 cm),0,The Norton Simon Foundation,"Angel Playing Zither,",Italian,Pisan School,0,0,http://images.nortonsimon.org/viewer/index.php?id=F.1965.1.115.S
Paper: 35 x 25 in. (88.9 x 63.5 cm.),1969,"Norton Simon Museum, Anonymous Gift","Sky Art: Sky Art,",German,Otto Piene,1928,0,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.081
plate: 7-7/8 x 5-5/8 in. (20.0 x 14.3 cm),1910,Norton Simon Art Foundation,"Mlle Leonie on a Chaise Longue, Plate III in ""Saint Matorel"" by Max Jacob,",Spanish,Pablo Picasso,1881,1973,http://images.nortonsimon.org/viewer/index.php?id=M.1977.17.3.G
comp:  21 x 25-1/4 in. (53.3 x 64.1 cm); sheet:  24-1/2 x 29-1/2 in. (62.2 x 74.9 cm),1959,"Norton Simon Art Foundation, Gift of Mr. Norton Simon","Picador and Bull,",Spanish,Pablo Picasso,1881,1973,http://images.nortonsimon.org/viewer/index.php?id=M.1979.69.04.G
